codigo,nome,cnpj_cpf,conta,servico_principal,servicos_adicionais,regime,mensalidade,faturamento_anual,data_inicio,responsavel,nps
CLI-00197,Cliente 197,00.100.001/0001-00,Papaya,BPO Financeiro,N/A,MEI,8898,265744,2023-06-03,Ana Silva,10
CLI-00198,Cliente 198,00.100.001/0001-00,Zov,Legalização,Contabilidade,Lucro Presumido,2708,564165,2023-09-12,Maria Santos,8
CLI-00199,Cliente 199,00.100.001/0001-00,Mdias,BPO Financeiro,N/A,Lucro Real,4606,2418208,2022-11-20,Maria Santos,8
CLI-00200,Cliente 200,00.100.002/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,4374,2497908,2022-01-04,João Silva,5
CLI-00201,Cliente 201,00.100.002/0001-00,Mdias,BPO RH,BPO Financeiro,MEI,8811,877817,2024-04-21,Ana Silva,1
CLI-00202,Cliente 202,00.100.002/0001-00,Zov,Contabilidade,N/A,Simples Nacional,7366,6536643,2024-12-11,João Silva,1
CLI-00203,Cliente 203,00.100.002/0001-00,Mdias,Contabilidade,BPO RH,MEI,5530,7541584,2023-02-09,Maria Santos,4
CLI-00204,Cliente 204,00.100.002/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,8497,317062,2022-05-14,Ana Silva,1
CLI-00205,Cliente 205,00.100.002/0001-00,Papaya,BPO Financeiro,N/A,N/A,9123,943490,2024-09-04,João Silva,2
CLI-00206,Cliente 206,00.100.002/0001-00,Mdias,BPO RH,Contabilidade,Lucro Real,3482,3345900,2022-08-15,Ana Silva,2
CLI-00207,Cliente 207,00.100.002/0001-00,Mdias,BPO RH,N/A,Lucro Real,7911,1300997,2022-11-17,Maria Santos,9
CLI-00208,Cliente 208,00.100.002/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,4377,5428303,2023-07-15,Ana Silva,1
CLI-00209,Cliente 209,00.100.002/0001-00,Papaya,Legalização,BPO RH,Lucro Real,4343,3691522,2024-08-08,Maria Santos,9
CLI-00210,Cliente 210,00.100.002/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,4212,6993097,2023-11-16,Maria Santos,4
CLI-00211,Cliente 211,00.100.002/0001-00,Mdias,Contabilidade,Legalização,Lucro Real,3532,7638257,2024-10-04,Ana Silva,3
CLI-00212,Cliente 212,00.100.002/0001-00,Zov,Legalização,N/A,MEI,6410,4733386,2022-02-28,Ana Silva,8
CLI-00213,Cliente 213,00.100.002/0001-00,Papaya,BPO RH,Certificado Digital,MEI,8768,6610829,2023-05-16,Maria Santos,1
CLI-00214,Cliente 214,00.100.002/0001-00,Mdias,BPO RH,Legalização,Simples Nacional,1274,1706644,2022-06-03,Carlos Souza,6
CLI-00215,Cliente 215,00.100.002/0001-00,Papaya,Certificado Digital,BPO RH,Lucro Real,2982,5858055,2022-03-11,Maria Santos,9
CLI-00216,Cliente 216,00.100.002/0001-00,Papaya,Certificado Digital,BPO Financeiro,N/A,3374,5399876,2024-05-08,João Silva,3
CLI-00217,Cliente 217,00.100.002/0001-00,Mdias,Legalização,BPO RH,MEI,2025,4810508,2023-06-19,Carlos Souza,3
CLI-00218,Cliente 218,00.100.002/0001-00,Zov,BPO RH,N/A,MEI,2985,409386,2022-12-01,Ana Silva,1
CLI-00219,Cliente 219,00.100.002/0001-00,Mdias,BPO RH,BPO Financeiro,N/A,935,2173287,2023-06-09,João Silva,0
CLI-00220,Cliente 220,00.100.002/0001-00,Zov,BPO RH,N/A,Simples Nacional,4919,1391368,2022-11-08,João Silva,3
CLI-00221,Cliente 221,00.100.002/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,5013,7514955,2022-12-26,Ana Silva,5
CLI-00222,Cliente 222,00.100.002/0001-00,Zov,BPO RH,Certificado Digital,Lucro Presumido,960,2031754,2023-09-14,Carlos Souza,1
CLI-00223,Cliente 223,00.100.002/0001-00,Papaya,Legalização,BPO RH,Simples Nacional,9266,4870235,2024-09-02,Maria Santos,0
CLI-00224,Cliente 224,00.100.002/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Presumido,1194,2092730,2023-11-14,João Silva,2
CLI-00225,Cliente 225,00.100.002/0001-00,Zov,BPO RH,Certificado Digital,Lucro Real,3054,6426515,2022-07-07,Maria Santos,5
CLI-00226,Cliente 226,00.100.002/0001-00,Mdias,Certificado Digital,Contabilidade,MEI,7758,7458640,2024-12-08,Ana Silva,0
CLI-00227,Cliente 227,00.100.002/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,3871,7961854,2023-10-27,Ana Silva,10
CLI-00228,Cliente 228,00.100.002/0001-00,Mdias,Contabilidade,N/A,N/A,8124,5652327,2022-10-18,Ana Silva,3
CLI-00229,Cliente 229,00.100.002/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,1367,6586538,2023-08-26,Carlos Souza,9
CLI-00230,Cliente 230,00.100.002/0001-00,Papaya,BPO RH,Certificado Digital,N/A,8816,5133515,2022-11-24,Carlos Souza,1
CLI-00231,Cliente 231,00.100.002/0001-00,Zov,Contabilidade,BPO Financeiro,Simples Nacional,445,5176298,2024-02-24,Carlos Souza,7
CLI-00232,Cliente 232,00.100.002/0001-00,Mdias,Legalização,N/A,N/A,6245,4202462,2022-08-24,Carlos Souza,9
CLI-00233,Cliente 233,00.100.002/0001-00,Papaya,BPO RH,BPO Financeiro,Lucro Presumido,3519,7901447,2024-01-27,Maria Santos,8
CLI-00234,Cliente 234,00.100.002/0001-00,Papaya,Legalização,N/A,N/A,1666,4548778,2023-06-27,João Silva,8
CLI-00235,Cliente 235,00.100.002/0001-00,Papaya,Legalização,N/A,Simples Nacional,7822,2225871,2023-06-13,Ana Silva,7
CLI-00236,Cliente 236,00.100.002/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,5260,6081226,2022-11-28,Carlos Souza,4
CLI-00237,Cliente 237,00.100.002/0001-00,Papaya,Legalização,Contabilidade,Simples Nacional,7033,5264768,2023-05-27,Maria Santos,4
CLI-00238,Cliente 238,00.100.002/0001-00,Mdias,Contabilidade,N/A,MEI,7056,4330368,2022-10-20,Ana Silva,0
CLI-00239,Cliente 239,00.100.002/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,3923,3929679,2023-11-13,Carlos Souza,10
CLI-00240,Cliente 240,00.100.002/0001-00,Zov,BPO RH,Certificado Digital,Simples Nacional,4002,7362435,2024-01-25,João Silva,7
CLI-00241,Cliente 241,00.100.002/0001-00,Papaya,Legalização,BPO RH,Lucro Real,1549,5759591,2022-05-21,Maria Santos,3
CLI-00242,Cliente 242,00.100.002/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,6729,7266359,2024-01-06,João Silva,6
CLI-00243,Cliente 243,00.100.002/0001-00,Zov,Certificado Digital,Legalização,Lucro Presumido,3432,7875217,2022-08-08,Maria Santos,9
CLI-00244,Cliente 244,00.100.002/0001-00,Papaya,Legalização,N/A,N/A,2615,7475918,2024-12-01,Maria Santos,6
CLI-00245,Cliente 245,00.100.002/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,5090,5916411,2024-03-14,Carlos Souza,5
CLI-00246,Cliente 246,00.100.002/0001-00,Papaya,Certificado Digital,Legalização,Lucro Real,7926,6556020,2024-10-12,Carlos Souza,5
CLI-00247,Cliente 247,00.100.002/0001-00,Papaya,BPO Financeiro,Certificado Digital,Lucro Presumido,3633,6864757,2022-07-22,Maria Santos,0
CLI-00248,Cliente 248,00.100.002/0001-00,Zov,BPO Financeiro,N/A,MEI,6977,748221,2023-08-16,Carlos Souza,5
CLI-00249,Cliente 249,00.100.002/0001-00,Papaya,Contabilidade,N/A,Lucro Real,1296,6713366,2024-08-20,Maria Santos,5
CLI-00250,Cliente 250,00.100.002/0001-00,Mdias,Legalização,Certificado Digital,Lucro Presumido,5612,6484106,2024-09-27,Carlos Souza,0
CLI-00251,Cliente 251,00.100.002/0001-00,Zov,Contabilidade,Legalização,Simples Nacional,6851,358367,2022-03-12,Ana Silva,10
CLI-00252,Cliente 252,00.100.002/0001-00,Papaya,BPO RH,N/A,MEI,6140,4660874,2024-04-10,Maria Santos,0
CLI-00253,Cliente 253,00.100.002/0001-00,Mdias,BPO Financeiro,Legalização,N/A,3242,3828678,2023-09-21,Maria Santos,7
CLI-00254,Cliente 254,00.100.002/0001-00,Papaya,BPO Financeiro,N/A,MEI,8135,7977301,2023-08-17,Maria Santos,3
CLI-00255,Cliente 255,00.100.002/0001-00,Papaya,BPO Financeiro,Contabilidade,Lucro Real,1583,3105323,2022-01-19,Maria Santos,5
CLI-00256,Cliente 256,00.100.002/0001-00,Mdias,BPO Financeiro,Contabilidade,N/A,3274,7310861,2022-04-24,João Silva,4
CLI-00257,Cliente 257,00.100.002/0001-00,Zov,BPO RH,Contabilidade,Lucro Presumido,1629,7430692,2024-01-14,Carlos Souza,4
CLI-00258,Cliente 258,00.100.002/0001-00,Zov,BPO RH,N/A,Lucro Presumido,8714,1075504,2023-02-01,Carlos Souza,9
CLI-00259,Cliente 259,00.100.002/0001-00,Mdias,Legalização,BPO RH,MEI,8693,219730,2023-06-17,Maria Santos,9
CLI-00260,Cliente 260,00.100.002/0001-00,Zov,Legalização,N/A,MEI,3275,6231441,2024-03-08,João Silva,9
CLI-00261,Cliente 261,00.100.002/0001-00,Papaya,BPO RH,BPO Financeiro,Lucro Real,9370,6970348,2024-04-10,Carlos Souza,5
CLI-00262,Cliente 262,00.100.002/0001-00,Zov,BPO Financeiro,BPO RH,MEI,3484,6037201,2022-09-18,Maria Santos,8
CLI-00263,Cliente 263,00.100.002/0001-00,Mdias,Legalização,Contabilidade,Lucro Presumido,7567,5050287,2022-01-02,João Silva,10
CLI-00264,Cliente 264,00.100.002/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,4466,3865008,2023-03-05,Carlos Souza,2
CLI-00265,Cliente 265,00.100.002/0001-00,Zov,BPO RH,N/A,N/A,9260,1570062,2022-04-05,Maria Santos,9
CLI-00266,Cliente 266,00.100.002/0001-00,Zov,BPO Financeiro,BPO RH,N/A,8106,3145468,2024-04-06,João Silva,2
CLI-00267,Cliente 267,00.100.002/0001-00,Mdias,BPO Financeiro,BPO RH,N/A,8984,5857289,2024-09-23,Ana Silva,6
CLI-00268,Cliente 268,00.100.002/0001-00,Papaya,BPO Financeiro,N/A,MEI,5942,6832412,2023-07-25,Maria Santos,1
CLI-00269,Cliente 269,00.100.002/0001-00,Zov,Legalização,BPO RH,Lucro Presumido,7369,2541172,2024-08-21,Maria Santos,6
CLI-00270,Cliente 270,00.100.002/0001-00,Zov,Certificado Digital,BPO RH,Simples Nacional,7470,7664016,2023-07-12,Carlos Souza,5
CLI-00271,Cliente 271,00.100.002/0001-00,Zov,BPO RH,Contabilidade,N/A,5140,2484642,2024-07-24,Ana Silva,5
CLI-00272,Cliente 272,00.100.002/0001-00,Papaya,Legalização,BPO RH,MEI,4790,6785313,2023-03-14,João Silva,8
CLI-00273,Cliente 273,00.100.002/0001-00,Mdias,Certificado Digital,N/A,MEI,4803,2550630,2024-08-06,Carlos Souza,3
CLI-00274,Cliente 274,00.100.002/0001-00,Zov,BPO Financeiro,Contabilidade,N/A,788,102805,2023-06-25,Maria Santos,9
CLI-00275,Cliente 275,00.100.002/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,3091,7296967,2022-02-13,Ana Silva,10
CLI-00276,Cliente 276,00.100.002/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,5101,2287458,2023-05-10,Ana Silva,7
CLI-00277,Cliente 277,00.100.002/0001-00,Mdias,Legalização,N/A,Lucro Presumido,5982,5535721,2023-05-22,João Silva,3
CLI-00278,Cliente 278,00.100.002/0001-00,Zov,Contabilidade,BPO Financeiro,Lucro Presumido,1029,3457631,2022-02-16,João Silva,4
CLI-00279,Cliente 279,00.100.002/0001-00,Mdias,BPO RH,Contabilidade,MEI,8282,2970524,2022-12-12,Carlos Souza,4
CLI-00280,Cliente 280,00.100.002/0001-00,Mdias,Legalização,BPO RH,N/A,1558,5333134,2022-10-16,João Silva,7
CLI-00281,Cliente 281,00.100.002/0001-00,Papaya,BPO Financeiro,N/A,N/A,2614,3896894,2022-07-11,Carlos Souza,1
CLI-00282,Cliente 282,00.100.002/0001-00,Zov,Certificado Digital,BPO Financeiro,Lucro Presumido,5819,970594,2023-03-11,João Silva,2
CLI-00283,Cliente 283,00.100.002/0001-00,Mdias,BPO Financeiro,Certificado Digital,MEI,4906,4593099,2022-01-24,Ana Silva,5
CLI-00284,Cliente 284,00.100.002/0001-00,Zov,BPO RH,Certificado Digital,Lucro Presumido,5816,4211154,2023-05-21,João Silva,7
CLI-00285,Cliente 285,00.100.002/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Real,1690,5597340,2022-10-19,João Silva,9
CLI-00286,Cliente 286,00.100.002/0001-00,Papaya,BPO RH,N/A,N/A,3404,7687056,2023-07-19,Ana Silva,2
CLI-00287,Cliente 287,00.100.002/0001-00,Papaya,Certificado Digital,BPO RH,MEI,5960,5802059,2022-06-13,João Silva,7
CLI-00288,Cliente 288,00.100.002/0001-00,Papaya,BPO Financeiro,Contabilidade,Lucro Presumido,8486,2584707,2024-11-28,Maria Santos,9
CLI-00289,Cliente 289,00.100.002/0001-00,Papaya,Contabilidade,Legalização,MEI,6763,4401567,2024-12-13,Ana Silva,8
CLI-00290,Cliente 290,00.100.002/0001-00,Zov,Legalização,N/A,Lucro Real,1041,642352,2023-09-12,Maria Santos,1
CLI-00291,Cliente 291,00.100.002/0001-00,Mdias,Legalização,N/A,N/A,2881,7513890,2023-08-12,Ana Silva,8
CLI-00292,Cliente 292,00.100.002/0001-00,Mdias,BPO Financeiro,N/A,N/A,3804,1521693,2023-01-11,Ana Silva,1
CLI-00293,Cliente 293,00.100.002/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,6380,442742,2023-03-25,Ana Silva,5
CLI-00294,Cliente 294,00.100.002/0001-00,Mdias,BPO Financeiro,N/A,MEI,8242,2505361,2024-01-08,Maria Santos,3
CLI-00295,Cliente 295,00.100.002/0001-00,Mdias,BPO RH,Legalização,Simples Nacional,3904,7829597,2022-02-08,Maria Santos,7
CLI-00296,Cliente 296,00.100.002/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,4162,1140803,2022-12-10,João Silva,1
CLI-00297,Cliente 297,00.100.002/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Real,3554,5627954,2022-10-14,João Silva,9
CLI-00298,Cliente 298,00.100.002/0001-00,Mdias,BPO Financeiro,Legalização,N/A,6448,6942888,2023-06-14,Carlos Souza,7
CLI-00299,Cliente 299,00.100.002/0001-00,Zov,Certificado Digital,N/A,Lucro Real,3473,914731,2022-11-22,Carlos Souza,5
CLI-00300,Cliente 300,00.100.003/0001-00,Mdias,BPO Financeiro,N/A,N/A,2141,4824284,2024-12-02,João Silva,1
CLI-00301,Cliente 301,00.100.003/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,5157,1503285,2022-10-10,João Silva,1
CLI-00302,Cliente 302,00.100.003/0001-00,Zov,Legalização,N/A,Lucro Presumido,4100,4214817,2024-02-15,Carlos Souza,6
CLI-00303,Cliente 303,00.100.003/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,5729,6147717,2024-02-24,Maria Santos,1
CLI-00304,Cliente 304,00.100.003/0001-00,Zov,Legalização,N/A,Simples Nacional,916,1287219,2023-11-13,Carlos Souza,0
CLI-00305,Cliente 305,00.100.003/0001-00,Papaya,Certificado Digital,Legalização,MEI,6669,6493316,2022-09-11,João Silva,8
CLI-00306,Cliente 306,00.100.003/0001-00,Papaya,Certificado Digital,Legalização,N/A,2450,1550122,2022-04-14,Ana Silva,0
CLI-00307,Cliente 307,00.100.003/0001-00,Papaya,Legalização,BPO RH,Simples Nacional,8324,3318621,2022-03-24,Maria Santos,6
CLI-00308,Cliente 308,00.100.003/0001-00,Mdias,BPO RH,Contabilidade,N/A,3522,6139563,2022-09-25,Ana Silva,1
CLI-00309,Cliente 309,00.100.003/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,1069,5270151,2023-04-06,João Silva,3
CLI-00310,Cliente 310,00.100.003/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,6937,5680829,2023-01-09,Maria Santos,6
CLI-00311,Cliente 311,00.100.003/0001-00,Zov,Certificado Digital,Legalização,MEI,8276,155383,2022-05-19,Maria Santos,5
CLI-00312,Cliente 312,00.100.003/0001-00,Zov,Legalização,N/A,Simples Nacional,3214,6056784,2024-01-17,Maria Santos,6
CLI-00313,Cliente 313,00.100.003/0001-00,Zov,Certificado Digital,BPO Financeiro,MEI,5279,7130780,2023-05-21,Maria Santos,3
CLI-00314,Cliente 314,00.100.003/0001-00,Papaya,BPO RH,Contabilidade,Lucro Real,5303,220770,2024-07-28,João Silva,3
CLI-00315,Cliente 315,00.100.003/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,693,5943250,2022-07-16,Maria Santos,4
CLI-00316,Cliente 316,00.100.003/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,9129,7109919,2022-02-23,Carlos Souza,5
CLI-00317,Cliente 317,00.100.003/0001-00,Zov,Certificado Digital,N/A,MEI,3668,679109,2023-04-15,João Silva,5
CLI-00318,Cliente 318,00.100.003/0001-00,Mdias,Contabilidade,Certificado Digital,Lucro Real,2745,6307414,2022-06-09,Carlos Souza,0
CLI-00319,Cliente 319,00.100.003/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,9257,1321445,2023-02-11,Carlos Souza,8
CLI-00320,Cliente 320,00.100.003/0001-00,Mdias,BPO Financeiro,Certificado Digital,Simples Nacional,2671,7000912,2023-11-26,João Silva,10
CLI-00321,Cliente 321,00.100.003/0001-00,Mdias,BPO RH,N/A,Lucro Real,1712,819996,2022-09-11,Ana Silva,3
CLI-00322,Cliente 322,00.100.003/0001-00,Zov,Certificado Digital,BPO RH,Simples Nacional,6590,2217246,2024-04-25,Ana Silva,7
CLI-00323,Cliente 323,00.100.003/0001-00,Zov,Legalização,N/A,Lucro Presumido,509,1851125,2024-03-25,Carlos Souza,10
CLI-00324,Cliente 324,00.100.003/0001-00,Zov,BPO Financeiro,N/A,MEI,5791,5258766,2023-06-01,João Silva,6
CLI-00325,Cliente 325,00.100.003/0001-00,Papaya,BPO RH,Contabilidade,N/A,2965,1894917,2022-04-02,João Silva,3
CLI-00326,Cliente 326,00.100.003/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,8484,6270153,2023-12-22,Ana Silva,1
CLI-00327,Cliente 327,00.100.003/0001-00,Zov,Legalização,BPO RH,MEI,2754,5433965,2023-09-16,João Silva,9
CLI-00328,Cliente 328,00.100.003/0001-00,Zov,BPO Financeiro,Legalização,Lucro Real,993,2697526,2024-05-19,Carlos Souza,9
CLI-00329,Cliente 329,00.100.003/0001-00,Papaya,Legalização,N/A,Simples Nacional,562,4016848,2022-01-07,Maria Santos,8
CLI-00330,Cliente 330,00.100.003/0001-00,Papaya,Contabilidade,N/A,MEI,1950,1955804,2024-12-10,Carlos Souza,5
CLI-00331,Cliente 331,00.100.003/0001-00,Mdias,BPO Financeiro,BPO RH,MEI,472,322099,2024-05-26,Maria Santos,5
CLI-00332,Cliente 332,00.100.003/0001-00,Papaya,BPO Financeiro,N/A,Lucro Real,7161,1591354,2023-06-21,Carlos Souza,7
CLI-00333,Cliente 333,00.100.003/0001-00,Mdias,Legalização,Contabilidade,Lucro Real,825,4783815,2023-05-16,Ana Silva,0
CLI-00334,Cliente 334,00.100.003/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Presumido,6856,2253382,2023-01-09,Maria Santos,0
CLI-00335,Cliente 335,00.100.003/0001-00,Zov,Legalização,N/A,Lucro Presumido,1242,2502775,2024-06-27,João Silva,9
CLI-00336,Cliente 336,00.100.003/0001-00,Papaya,Legalização,N/A,Lucro Real,884,2217666,2023-10-23,Maria Santos,4
CLI-00337,Cliente 337,00.100.003/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,8565,2362557,2022-11-09,João Silva,8
CLI-00338,Cliente 338,00.100.003/0001-00,Mdias,BPO RH,Certificado Digital,Simples Nacional,8271,3460119,2024-03-11,João Silva,4
CLI-00339,Cliente 339,00.100.003/0001-00,Mdias,Legalização,BPO Financeiro,Simples Nacional,5691,4863,2022-05-21,Maria Santos,5
CLI-00340,Cliente 340,00.100.003/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,7890,2649561,2024-03-25,Maria Santos,9
CLI-00341,Cliente 341,00.100.003/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,1809,7637762,2022-05-15,Carlos Souza,9
CLI-00342,Cliente 342,00.100.003/0001-00,Zov,BPO RH,N/A,N/A,429,2696951,2024-11-15,Ana Silva,1
CLI-00343,Cliente 343,00.100.003/0001-00,Papaya,Legalização,BPO Financeiro,N/A,2323,15624,2022-11-25,João Silva,3
CLI-00344,Cliente 344,00.100.003/0001-00,Mdias,Certificado Digital,BPO RH,Lucro Real,6010,2401662,2023-04-16,Maria Santos,7
CLI-00345,Cliente 345,00.100.003/0001-00,Mdias,Legalização,BPO RH,Lucro Real,611,7775341,2023-01-19,Carlos Souza,9
CLI-00346,Cliente 346,00.100.003/0001-00,Mdias,Certificado Digital,BPO RH,MEI,3442,1964932,2024-12-23,Carlos Souza,8
CLI-00347,Cliente 347,00.100.003/0001-00,Zov,BPO RH,Contabilidade,MEI,3172,5145655,2022-08-19,Maria Santos,6
CLI-00348,Cliente 348,00.100.003/0001-00,Mdias,Legalização,N/A,Lucro Real,5195,4075538,2023-03-05,Maria Santos,5
CLI-00349,Cliente 349,00.100.003/0001-00,Mdias,Certificado Digital,BPO Financeiro,MEI,1097,4500916,2022-09-25,Maria Santos,5
CLI-00350,Cliente 350,00.100.003/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,1709,1593355,2023-12-02,Maria Santos,7
CLI-00351,Cliente 351,00.100.003/0001-00,Mdias,Contabilidade,N/A,Lucro Real,4894,3763285,2023-08-10,Ana Silva,6
CLI-00352,Cliente 352,00.100.003/0001-00,Papaya,BPO Financeiro,N/A,MEI,7005,4830083,2023-05-20,Ana Silva,2
CLI-00353,Cliente 353,00.100.003/0001-00,Mdias,Contabilidade,N/A,N/A,5531,1376171,2022-10-09,Ana Silva,7
CLI-00354,Cliente 354,00.100.003/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,947,4028811,2023-11-23,Carlos Souza,6
CLI-00355,Cliente 355,00.100.003/0001-00,Mdias,Contabilidade,N/A,N/A,622,180648,2024-09-10,Maria Santos,8
CLI-00356,Cliente 356,00.100.003/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,1895,3355693,2024-01-19,Ana Silva,9
CLI-00357,Cliente 357,00.100.003/0001-00,Papaya,BPO RH,N/A,MEI,901,7137288,2023-11-16,João Silva,8
CLI-00358,Cliente 358,00.100.003/0001-00,Mdias,Certificado Digital,N/A,MEI,7128,7767961,2024-12-28,João Silva,7
CLI-00359,Cliente 359,00.100.003/0001-00,Papaya,Contabilidade,BPO RH,Lucro Presumido,2658,6946919,2022-07-18,Maria Santos,6
CLI-00360,Cliente 360,00.100.003/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,2743,2454211,2022-01-27,João Silva,7
CLI-00361,Cliente 361,00.100.003/0001-00,Papaya,BPO RH,Certificado Digital,Simples Nacional,6832,4257165,2024-07-05,Maria Santos,6
CLI-00362,Cliente 362,00.100.003/0001-00,Mdias,Legalização,Certificado Digital,Lucro Presumido,8995,4840296,2023-01-24,João Silva,0
CLI-00363,Cliente 363,00.100.003/0001-00,Papaya,Certificado Digital,BPO RH,Simples Nacional,3460,345601,2024-01-19,Carlos Souza,9
CLI-00364,Cliente 364,00.100.003/0001-00,Papaya,BPO RH,N/A,Lucro Real,7137,256250,2022-11-25,Maria Santos,8
CLI-00365,Cliente 365,00.100.003/0001-00,Zov,BPO Financeiro,N/A,N/A,2353,461951,2022-03-18,João Silva,7
CLI-00366,Cliente 366,00.100.003/0001-00,Papaya,BPO Financeiro,Legalização,N/A,2724,7328516,2023-01-09,Ana Silva,6
CLI-00367,Cliente 367,00.100.003/0001-00,Zov,BPO RH,Legalização,Simples Nacional,8923,1261678,2022-03-17,Carlos Souza,4
CLI-00368,Cliente 368,00.100.003/0001-00,Mdias,Legalização,N/A,Lucro Presumido,6753,2193774,2022-04-10,Maria Santos,7
CLI-00369,Cliente 369,00.100.003/0001-00,Zov,BPO RH,Certificado Digital,N/A,542,7185987,2022-03-22,João Silva,1
CLI-00370,Cliente 370,00.100.003/0001-00,Mdias,Legalização,Contabilidade,Lucro Presumido,7589,3613888,2022-11-27,Maria Santos,4
CLI-00371,Cliente 371,00.100.003/0001-00,Zov,Certificado Digital,N/A,Lucro Real,7497,7123726,2024-07-08,Maria Santos,3
CLI-00372,Cliente 372,00.100.003/0001-00,Zov,Contabilidade,N/A,Lucro Real,5055,808720,2022-07-09,Carlos Souza,9
CLI-00373,Cliente 373,00.100.003/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,1738,1093078,2022-04-13,Carlos Souza,7
CLI-00374,Cliente 374,00.100.003/0001-00,Zov,Contabilidade,N/A,N/A,1427,6505844,2024-08-14,Maria Santos,8
CLI-00375,Cliente 375,00.100.003/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,6223,863703,2022-01-17,João Silva,7
CLI-00376,Cliente 376,00.100.003/0001-00,Zov,BPO RH,N/A,MEI,6657,6060435,2023-12-02,João Silva,7
CLI-00377,Cliente 377,00.100.003/0001-00,Zov,BPO RH,N/A,N/A,9074,6901648,2024-10-04,Carlos Souza,8
CLI-00378,Cliente 378,00.100.003/0001-00,Papaya,BPO Financeiro,Legalização,N/A,6922,4228819,2022-03-12,João Silva,1
CLI-00379,Cliente 379,00.100.003/0001-00,Zov,Certificado Digital,Legalização,N/A,8222,5754991,2022-06-19,João Silva,9
CLI-00380,Cliente 380,00.100.003/0001-00,Zov,BPO RH,N/A,N/A,626,6266022,2022-08-07,Carlos Souza,1
CLI-00381,Cliente 381,00.100.003/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,7056,7979889,2024-10-28,Carlos Souza,6
CLI-00382,Cliente 382,00.100.003/0001-00,Mdias,Legalização,N/A,Lucro Presumido,5424,1215178,2022-12-18,Ana Silva,8
CLI-00383,Cliente 383,00.100.003/0001-00,Zov,Legalização,Contabilidade,Lucro Presumido,7277,4585753,2024-12-22,Ana Silva,2
CLI-00384,Cliente 384,00.100.003/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,2562,5267403,2024-02-22,Maria Santos,3
CLI-00385,Cliente 385,00.100.003/0001-00,Papaya,Legalização,N/A,Lucro Real,5280,6800746,2024-06-19,João Silva,9
CLI-00386,Cliente 386,00.100.003/0001-00,Papaya,Contabilidade,Legalização,N/A,2089,6485618,2023-04-09,Ana Silva,7
