data_captacao,nome,origem,status,vendedor_atribuido
2024-07-13,Lead 387,LinkedIn - BPO,Novo,Carlos Souza
2024-02-21,Lead 388,Evento - Workshop,Novo,Ana Silva
2024-06-04,Lead 389,LinkedIn - BPO,Em contato,N/A
2024-12-21,Lead 390,LinkedIn - BPO,Em contato,Carlos Souza
2024-10-08,Lead 391,Evento - Workshop,Convertido,Ana Silva
2024-04-21,Lead 392,LinkedIn - BPO,Desqualificado,N/A
2024-06-12,Lead 393,Instagram - Conteúdo,Qualificado,Ana Silva
2024-11-10,Lead 394,Orgânico - SEO,Convertido,Ana Silva
2024-10-21,Lead 395,Evento - Workshop,Em contato,Ana Silva
2024-01-14,Lead 396,Orgânico - SEO,Qualificado,Carlos Souza
2024-05-13,Lead 397,Instagram - Conteúdo,Novo,Carlos Souza
2024-10-07,Lead 398,Orgânico - SEO,Qualificado,Carlos Souza
2024-07-14,Lead 399,Google Ads - Contabilidade PME,Em contato,N/A
2024-09-19,Lead 400,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-11-28,Lead 401,LinkedIn - BPO,Novo,N/A
2024-01-14,Lead 402,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-08-20,Lead 403,LinkedIn - BPO,Desqualificado,Ana Silva
2024-06-10,Lead 404,Google Ads - Contabilidade PME,Em contato,N/A
2024-05-27,Lead 405,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-01-23,Lead 406,Orgânico - SEO,Em contato,Ana Silva
2024-07-06,Lead 407,LinkedIn - BPO,Qualificado,Ana Silva
2024-02-20,Lead 408,LinkedIn - BPO,Novo,N/A
2024-10-08,Lead 409,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-04-02,Lead 410,Evento - Workshop,Em contato,Ana Silva
2024-09-04,Lead 411,Orgânico - SEO,Qualificado,Ana Silva
2024-08-28,Lead 412,Google Ads - Contabilidade PME,Convertido,N/A
2024-12-04,Lead 413,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-05-16,Lead 414,Evento - Workshop,Convertido,Carlos Souza
2024-08-09,Lead 415,LinkedIn - BPO,Convertido,Carlos Souza
2024-05-09,Lead 416,Orgânico - SEO,Qualificado,Ana Silva
2024-06-23,Lead 417,LinkedIn - BPO,Em contato,N/A
2024-04-02,Lead 418,Evento - Workshop,Em contato,Ana Silva
2024-11-19,Lead 419,Evento - Workshop,Desqualificado,N/A
2024-06-02,Lead 420,Evento - Workshop,Convertido,N/A
2024-05-10,Lead 421,Orgânico - SEO,Convertido,Ana Silva
2024-06-12,Lead 422,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-12-09,Lead 423,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-12-05,Lead 424,Evento - Workshop,Desqualificado,Ana Silva
2024-02-14,Lead 425,Orgânico - SEO,Convertido,Carlos Souza
2024-07-26,Lead 426,Instagram - Conteúdo,Novo,Carlos Souza
2024-11-27,Lead 427,Orgânico - SEO,Qualificado,N/A
2024-03-26,Lead 428,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-10-26,Lead 429,Instagram - Conteúdo,Convertido,Ana Silva
2024-10-07,Lead 430,LinkedIn - BPO,Qualificado,Ana Silva
2024-01-12,Lead 431,Evento - Workshop,Desqualificado,Carlos Souza
2024-12-04,Lead 432,Evento - Workshop,Convertido,Carlos Souza
2024-06-28,Lead 433,Instagram - Conteúdo,Novo,Ana Silva
2024-01-18,Lead 434,Instagram - Conteúdo,Em contato,Carlos Souza
2024-10-25,Lead 435,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-08-16,Lead 436,Instagram - Conteúdo,Convertido,Ana Silva
2024-05-19,Lead 437,Google Ads - Contabilidade PME,Novo,N/A
2024-05-28,Lead 438,LinkedIn - BPO,Em contato,Ana Silva
2024-12-12,Lead 439,Google Ads - Contabilidade PME,Qualificado,N/A
2024-09-01,Lead 440,Instagram - Conteúdo,Em contato,Ana Silva
2024-02-04,Lead 441,Evento - Workshop,Desqualificado,Carlos Souza
2024-04-20,Lead 442,Evento - Workshop,Em contato,N/A
2024-05-27,Lead 443,Orgânico - SEO,Novo,Carlos Souza
2024-07-25,Lead 444,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-11-02,Lead 445,Evento - Workshop,Em contato,Ana Silva
2024-08-06,Lead 446,Orgânico - SEO,Em contato,Carlos Souza
2024-10-28,Lead 447,Evento - Workshop,Desqualificado,Carlos Souza
2024-05-13,Lead 448,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-10-10,Lead 449,Google Ads - Contabilidade PME,Convertido,N/A
2024-11-19,Lead 450,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-06-18,Lead 451,Instagram - Conteúdo,Em contato,Carlos Souza
2024-02-08,Lead 452,Evento - Workshop,Convertido,Ana Silva
2024-12-28,Lead 453,Evento - Workshop,Em contato,N/A
2024-10-25,Lead 454,LinkedIn - BPO,Convertido,Ana Silva
2024-01-15,Lead 455,Evento - Workshop,Novo,Ana Silva
2024-09-08,Lead 456,Orgânico - SEO,Convertido,Ana Silva
2024-03-02,Lead 457,LinkedIn - BPO,Qualificado,N/A
2024-04-20,Lead 458,Instagram - Conteúdo,Em contato,N/A
2024-03-22,Lead 459,Orgânico - SEO,Novo,Ana Silva
2024-01-15,Lead 460,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-04-23,Lead 461,Google Ads - Contabilidade PME,Em contato,N/A
2024-07-19,Lead 462,Evento - Workshop,Desqualificado,N/A
2024-08-22,Lead 463,LinkedIn - BPO,Qualificado,Ana Silva
2024-05-21,Lead 464,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-01-08,Lead 465,LinkedIn - BPO,Convertido,N/A
2024-03-02,Lead 466,Evento - Workshop,Em contato,N/A
2024-07-02,Lead 467,LinkedIn - BPO,Desqualificado,N/A
2024-07-27,Lead 468,Evento - Workshop,Desqualificado,Ana Silva
2024-06-12,Lead 469,Evento - Workshop,Convertido,Carlos Souza
2024-05-08,Lead 470,LinkedIn - BPO,Qualificado,Ana Silva
2024-04-18,Lead 471,Evento - Workshop,Qualificado,Ana Silva
2024-03-24,Lead 472,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-10-03,Lead 473,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-02-24,Lead 474,Orgânico - SEO,Qualificado,Carlos Souza
2024-09-18,Lead 475,Evento - Workshop,Novo,Ana Silva
2024-06-01,Lead 476,Instagram - Conteúdo,Qualificado,N/A
2024-01-15,Lead 477,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-01-09,Lead 478,Orgânico - SEO,Convertido,N/A
2024-12-28,Lead 479,Orgânico - SEO,Em contato,Ana Silva
2024-11-28,Lead 480,Orgânico - SEO,Em contato,Carlos Souza
2024-08-19,Lead 481,Instagram - Conteúdo,Em contato,Ana Silva
2024-11-10,Lead 482,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-03-19,Lead 483,Evento - Workshop,Novo,N/A
2024-09-04,Lead 484,Orgânico - SEO,Convertido,Carlos Souza
2024-12-16,Lead 485,Instagram - Conteúdo,Novo,N/A
2024-03-10,Lead 486,Orgânico - SEO,Desqualificado,Carlos Souza
2024-10-16,Lead 487,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-04-28,Lead 488,Orgânico - SEO,Desqualificado,N/A
2024-04-13,Lead 489,Evento - Workshop,Novo,N/A
2024-03-14,Lead 490,Evento - Workshop,Novo,N/A
2024-02-03,Lead 491,Evento - Workshop,Convertido,N/A
2024-09-23,Lead 492,Instagram - Conteúdo,Novo,Ana Silva
2024-02-06,Lead 493,LinkedIn - BPO,Desqualificado,Ana Silva
2024-05-09,Lead 494,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-03-01,Lead 495,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-11,Lead 496,Orgânico - SEO,Novo,N/A
2024-11-14,Lead 497,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-20,Lead 498,Orgânico - SEO,Convertido,N/A
2024-10-09,Lead 499,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-06-26,Lead 500,Orgânico - SEO,Qualificado,Ana Silva
2024-07-16,Lead 501,Evento - Workshop,Novo,N/A
2024-01-08,Lead 502,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-06-22,Lead 503,Instagram - Conteúdo,Convertido,N/A
2024-08-26,Lead 504,LinkedIn - BPO,Qualificado,Carlos Souza
2024-08-25,Lead 505,Evento - Workshop,Em contato,N/A
2024-05-24,Lead 506,LinkedIn - BPO,Em contato,Ana Silva
2024-05-27,Lead 507,Google Ads - Contabilidade PME,Novo,N/A
2024-06-25,Lead 508,Evento - Workshop,Novo,Carlos Souza
2024-02-19,Lead 509,Orgânico - SEO,Qualificado,N/A
2024-02-12,Lead 510,Evento - Workshop,Convertido,N/A
2024-06-10,Lead 511,Instagram - Conteúdo,Qualificado,Ana Silva
2024-12-22,Lead 512,LinkedIn - BPO,Novo,Carlos Souza
2024-11-28,Lead 513,Instagram - Conteúdo,Em contato,Carlos Souza
2024-01-27,Lead 514,LinkedIn - BPO,Convertido,Ana Silva
2024-09-26,Lead 515,Instagram - Conteúdo,Novo,Carlos Souza
2024-09-07,Lead 516,Instagram - Conteúdo,Convertido,Carlos Souza
2024-02-19,Lead 517,LinkedIn - BPO,Desqualificado,Ana Silva
2024-05-12,Lead 518,LinkedIn - BPO,Qualificado,Carlos Souza
2024-01-06,Lead 519,Evento - Workshop,Convertido,Carlos Souza
2024-07-11,Lead 520,Orgânico - SEO,Novo,N/A
2024-06-05,Lead 521,Evento - Workshop,Desqualificado,Ana Silva
2024-10-20,Lead 522,Google Ads - Contabilidade PME,Qualificado,N/A
2024-02-03,Lead 523,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-09-17,Lead 524,LinkedIn - BPO,Convertido,N/A
2024-05-23,Lead 525,Evento - Workshop,Desqualificado,Carlos Souza
2024-06-28,Lead 526,Google Ads - Contabilidade PME,Convertido,N/A
2024-12-07,Lead 527,LinkedIn - BPO,Em contato,Carlos Souza
2024-03-11,Lead 528,Instagram - Conteúdo,Convertido,Carlos Souza
2024-01-01,Lead 529,Orgânico - SEO,Novo,Ana Silva
2024-08-21,Lead 530,Evento - Workshop,Em contato,N/A
2024-11-13,Lead 531,Orgânico - SEO,Qualificado,Carlos Souza
2024-11-20,Lead 532,Evento - Workshop,Convertido,Carlos Souza
2024-09-12,Lead 533,Instagram - Conteúdo,Novo,Ana Silva
2024-12-04,Lead 534,LinkedIn - BPO,Convertido,N/A
2024-04-27,Lead 535,Evento - Workshop,Qualificado,Carlos Souza
2024-05-04,Lead 536,LinkedIn - BPO,Desqualificado,Ana Silva
2024-02-10,Lead 537,Evento - Workshop,Convertido,Ana Silva
2024-12-22,Lead 538,Orgânico - SEO,Desqualificado,Carlos Souza
2024-12-04,Lead 539,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-03,Lead 540,Google Ads - Contabilidade PME,Novo,N/A
2024-10-02,Lead 541,Evento - Workshop,Novo,N/A
2024-04-03,Lead 542,Orgânico - SEO,Qualificado,Ana Silva
2024-10-20,Lead 543,LinkedIn - BPO,Convertido,Carlos Souza
2024-10-06,Lead 544,Google Ads - Contabilidade PME,Qualificado,N/A
2024-04-12,Lead 545,Orgânico - SEO,Em contato,Ana Silva
2024-03-14,Lead 546,Evento - Workshop,Convertido,Carlos Souza
2024-08-14,Lead 547,Evento - Workshop,Qualificado,N/A
2024-12-27,Lead 548,Evento - Workshop,Desqualificado,Carlos Souza
2024-06-26,Lead 549,Orgânico - SEO,Novo,Carlos Souza
2024-12-04,Lead 550,Evento - Workshop,Novo,N/A
2024-12-08,Lead 551,LinkedIn - BPO,Qualificado,Ana Silva
2024-09-17,Lead 552,Orgânico - SEO,Novo,N/A
2024-11-01,Lead 553,LinkedIn - BPO,Qualificado,Carlos Souza
2024-02-14,Lead 554,Evento - Workshop,Convertido,Ana Silva
2024-05-11,Lead 555,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-06-01,Lead 556,Evento - Workshop,Em contato,N/A
2024-05-20,Lead 557,Instagram - Conteúdo,Novo,Ana Silva
2024-10-13,Lead 558,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-02-05,Lead 559,Evento - Workshop,Em contato,N/A
2024-04-21,Lead 560,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-03,Lead 561,Evento - Workshop,Em contato,Carlos Souza
2024-11-16,Lead 562,Google Ads - Contabilidade PME,Novo,N/A
2024-09-08,Lead 563,Instagram - Conteúdo,Convertido,Ana Silva
2024-03-11,Lead 564,Instagram - Conteúdo,Convertido,Carlos Souza
2024-04-09,Lead 565,Evento - Workshop,Convertido,Carlos Souza
2024-09-10,Lead 566,Evento - Workshop,Qualificado,N/A
2024-01-09,Lead 567,Evento - Workshop,Em contato,Carlos Souza
2024-02-11,Lead 568,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-11-20,Lead 569,Orgânico - SEO,Convertido,Carlos Souza
2024-07-09,Lead 570,Orgânico - SEO,Qualificado,Ana Silva
2024-12-19,Lead 571,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-08-24,Lead 572,Instagram - Conteúdo,Convertido,Ana Silva
2024-10-27,Lead 573,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-07-21,Lead 574,Evento - Workshop,Em contato,N/A
2024-07-12,Lead 575,Orgânico - SEO,Em contato,Ana Silva
2024-03-10,Lead 576,Instagram - Conteúdo,Novo,N/A
2024-07-20,Lead 577,LinkedIn - BPO,Convertido,Carlos Souza
2024-12-06,Lead 578,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-06-10,Lead 579,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-03-15,Lead 580,Orgânico - SEO,Novo,Ana Silva
2024-09-25,Lead 581,Evento - Workshop,Desqualificado,Ana Silva
2024-03-02,Lead 582,Orgânico - SEO,Novo,Carlos Souza
2024-08-24,Lead 583,Evento - Workshop,Qualificado,Ana Silva
2024-08-24,Lead 584,Orgânico - SEO,Qualificado,N/A
2024-04-02,Lead 585,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-10-19,Lead 586,Orgânico - SEO,Em contato,N/A
2024-03-28,Lead 587,Evento - Workshop,Novo,Ana Silva
2024-12-18,Lead 588,Evento - Workshop,Qualificado,N/A
2024-02-17,Lead 589,Evento - Workshop,Desqualificado,Carlos Souza
2024-01-12,Lead 590,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-05-07,Lead 591,Instagram - Conteúdo,Qualificado,Ana Silva
2024-08-28,Lead 592,Evento - Workshop,Novo,Carlos Souza
2024-09-17,Lead 593,LinkedIn - BPO,Novo,N/A
2024-03-22,Lead 594,Orgânico - SEO,Desqualificado,N/A
2024-08-14,Lead 595,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-04-22,Lead 596,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-05-17,Lead 597,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-04-27,Lead 598,Instagram - Conteúdo,Novo,N/A
2024-01-07,Lead 599,Evento - Workshop,Convertido,Ana Silva
2024-01-20,Lead 600,LinkedIn - BPO,Convertido,Ana Silva
2024-12-10,Lead 601,LinkedIn - BPO,Qualificado,Ana Silva
2024-02-28,Lead 602,Instagram - Conteúdo,Novo,Carlos Souza
2024-10-15,Lead 603,Instagram - Conteúdo,Em contato,Ana Silva
2024-02-14,Lead 604,Instagram - Conteúdo,Em contato,N/A
2024-12-28,Lead 605,LinkedIn - BPO,Convertido,N/A
2024-09-24,Lead 606,Evento - Workshop,Convertido,Carlos Souza
2024-07-11,Lead 607,LinkedIn - BPO,Novo,Ana Silva
2024-01-21,Lead 608,Google Ads - Contabilidade PME,Qualificado,N/A
2024-11-13,Lead 609,LinkedIn - BPO,Convertido,N/A
2024-03-16,Lead 610,Evento - Workshop,Convertido,N/A
2024-11-10,Lead 611,Evento - Workshop,Desqualificado,N/A
2024-07-26,Lead 612,Evento - Workshop,Em contato,Ana Silva
2024-02-07,Lead 613,LinkedIn - BPO,Novo,Carlos Souza
2024-05-05,Lead 614,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-10-03,Lead 615,Orgânico - SEO,Convertido,N/A
2024-05-13,Lead 616,Instagram - Conteúdo,Qualificado,Ana Silva
2024-06-18,Lead 617,Evento - Workshop,Convertido,N/A
2024-11-23,Lead 618,Instagram - Conteúdo,Em contato,Carlos Souza
2024-09-09,Lead 619,Orgânico - SEO,Desqualificado,Ana Silva
2024-10-06,Lead 620,Evento - Workshop,Em contato,Ana Silva
2024-04-19,Lead 621,LinkedIn - BPO,Qualificado,Ana Silva
2024-09-14,Lead 622,LinkedIn - BPO,Novo,Ana Silva
2024-03-11,Lead 623,Evento - Workshop,Qualificado,Carlos Souza
2024-03-08,Lead 624,Orgânico - SEO,Novo,Carlos Souza
2024-08-08,Lead 625,Evento - Workshop,Em contato,Ana Silva
2024-09-04,Lead 626,LinkedIn - BPO,Qualificado,N/A
2024-05-16,Lead 627,Evento - Workshop,Em contato,Ana Silva
2024-10-19,Lead 628,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-04-20,Lead 629,Orgânico - SEO,Convertido,Ana Silva
2024-12-12,Lead 630,Evento - Workshop,Qualificado,Ana Silva
2024-12-06,Lead 631,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-10-03,Lead 632,Orgânico - SEO,Em contato,N/A
2024-10-01,Lead 633,Instagram - Conteúdo,Convertido,Carlos Souza
2024-06-26,Lead 634,Evento - Workshop,Em contato,Carlos Souza
2024-01-02,Lead 635,Orgânico - SEO,Desqualificado,Ana Silva
2024-08-22,Lead 636,Instagram - Conteúdo,Convertido,N/A
2024-03-11,Lead 637,Evento - Workshop,Qualificado,Carlos Souza
2024-07-22,Lead 638,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-12-08,Lead 639,Orgânico - SEO,Convertido,N/A
2024-01-15,Lead 640,LinkedIn - BPO,Em contato,Ana Silva
2024-09-28,Lead 641,LinkedIn - BPO,Novo,Carlos Souza
2024-09-05,Lead 642,Evento - Workshop,Qualificado,N/A
2024-03-07,Lead 643,Evento - Workshop,Convertido,Carlos Souza
2024-02-03,Lead 644,Evento - Workshop,Desqualificado,N/A
2024-08-15,Lead 645,Orgânico - SEO,Novo,N/A
2024-01-26,Lead 646,Orgânico - SEO,Novo,Carlos Souza
2024-11-09,Lead 647,Evento - Workshop,Qualificado,Ana Silva
2024-06-20,Lead 648,LinkedIn - BPO,Novo,Carlos Souza
2024-09-08,Lead 649,Google Ads - Contabilidade PME,Novo,N/A
2024-12-06,Lead 650,LinkedIn - BPO,Convertido,Carlos Souza
2024-03-03,Lead 651,Instagram - Conteúdo,Em contato,N/A
2024-03-26,Lead 652,Evento - Workshop,Em contato,N/A
2024-02-18,Lead 653,LinkedIn - BPO,Desqualificado,N/A
2024-01-09,Lead 654,Evento - Workshop,Em contato,Carlos Souza
2024-09-10,Lead 655,Orgânico - SEO,Qualificado,Ana Silva
2024-01-07,Lead 656,Evento - Workshop,Novo,Carlos Souza
2024-07-16,Lead 657,Evento - Workshop,Qualificado,Carlos Souza
2024-03-18,Lead 658,Evento - Workshop,Convertido,Carlos Souza
2024-02-28,Lead 659,LinkedIn - BPO,Desqualificado,Ana Silva
2024-10-15,Lead 660,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-28,Lead 661,Evento - Workshop,Novo,N/A
2024-03-17,Lead 662,LinkedIn - BPO,Convertido,Carlos Souza
2024-05-25,Lead 663,Evento - Workshop,Desqualificado,Carlos Souza
2024-04-23,Lead 664,Evento - Workshop,Qualificado,N/A
2024-11-21,Lead 665,LinkedIn - BPO,Novo,Ana Silva
2024-06-26,Lead 666,Instagram - Conteúdo,Novo,Carlos Souza
2024-01-28,Lead 667,LinkedIn - BPO,Convertido,Ana Silva
2024-06-21,Lead 668,Evento - Workshop,Em contato,Carlos Souza
2024-06-23,Lead 669,Instagram - Conteúdo,Convertido,Ana Silva
2024-04-24,Lead 670,Orgânico - SEO,Qualificado,Ana Silva
2024-01-07,Lead 671,Orgânico - SEO,Convertido,Ana Silva
2024-09-14,Lead 672,Evento - Workshop,Novo,Carlos Souza
2024-12-12,Lead 673,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-03-25,Lead 674,Evento - Workshop,Desqualificado,Ana Silva
2024-01-19,Lead 675,Orgânico - SEO,Convertido,Carlos Souza
2024-02-21,Lead 676,LinkedIn - BPO,Novo,N/A
2024-07-14,Lead 677,Evento - Workshop,Em contato,Carlos Souza
2024-02-04,Lead 678,Instagram - Conteúdo,Novo,Carlos Souza
2024-12-27,Lead 679,LinkedIn - BPO,Em contato,N/A
2024-09-04,Lead 680,Google Ads - Contabilidade PME,Novo,N/A
2024-08-25,Lead 681,Google Ads - Contabilidade PME,Em contato,N/A
2024-02-21,Lead 682,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-09-15,Lead 683,Instagram - Conteúdo,Novo,N/A
2024-01-06,Lead 684,Instagram - Conteúdo,Novo,N/A
2024-04-19,Lead 685,Evento - Workshop,Qualificado,Carlos Souza
2024-01-12,Lead 686,LinkedIn - BPO,Qualificado,N/A
2024-12-11,Lead 687,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-11-07,Lead 688,Instagram - Conteúdo,Novo,N/A
2024-08-20,Lead 689,Google Ads - Contabilidade PME,Novo,N/A
2024-12-15,Lead 690,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-08-04,Lead 691,Evento - Workshop,Em contato,Carlos Souza
2024-05-22,Lead 692,Instagram - Conteúdo,Em contato,Ana Silva
2024-05-25,Lead 693,Orgânico - SEO,Convertido,N/A
2024-10-25,Lead 694,LinkedIn - BPO,Convertido,N/A
2024-07-01,Lead 695,LinkedIn - BPO,Qualificado,N/A
2024-09-01,Lead 696,Evento - Workshop,Em contato,Carlos Souza
2024-05-19,Lead 697,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-11-17,Lead 698,Instagram - Conteúdo,Convertido,N/A
2024-01-12,Lead 699,Orgânico - SEO,Qualificado,Ana Silva
2024-07-22,Lead 700,Instagram - Conteúdo,Convertido,N/A
2024-11-15,Lead 701,LinkedIn - BPO,Qualificado,Carlos Souza
2024-02-10,Lead 702,Evento - Workshop,Novo,Carlos Souza
2024-03-05,Lead 703,Instagram - Conteúdo,Convertido,N/A
2024-08-27,Lead 704,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-08-17,Lead 705,Instagram - Conteúdo,Desqualificado,N/A
2024-07-20,Lead 706,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-08-04,Lead 707,Orgânico - SEO,Convertido,Ana Silva
2024-02-11,Lead 708,Orgânico - SEO,Em contato,Ana Silva
2024-02-21,Lead 709,LinkedIn - BPO,Desqualificado,Ana Silva
2024-10-05,Lead 710,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-12-19,Lead 711,Instagram - Conteúdo,Convertido,Carlos Souza
2024-06-06,Lead 712,Orgânico - SEO,Convertido,Carlos Souza
2024-03-17,Lead 713,Evento - Workshop,Desqualificado,N/A
2024-02-03,Lead 714,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-04-05,Lead 715,Evento - Workshop,Convertido,Ana Silva
2024-11-25,Lead 716,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-03-17,Lead 717,LinkedIn - BPO,Em contato,Ana Silva
2024-06-10,Lead 718,Orgânico - SEO,Novo,Carlos Souza
2024-03-13,Lead 719,Evento - Workshop,Qualificado,Ana Silva
2024-05-03,Lead 720,Evento - Workshop,Convertido,N/A
2024-01-20,Lead 721,Orgânico - SEO,Desqualificado,Ana Silva
2024-12-04,Lead 722,Evento - Workshop,Em contato,N/A
2024-11-04,Lead 723,LinkedIn - BPO,Qualificado,Ana Silva
2024-09-17,Lead 724,Instagram - Conteúdo,Qualificado,Ana Silva
2024-08-22,Lead 725,Evento - Workshop,Desqualificado,N/A
2024-10-03,Lead 726,Evento - Workshop,Em contato,N/A
2024-06-15,Lead 727,Evento - Workshop,Qualificado,Carlos Souza
2024-12-02,Lead 728,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-07-10,Lead 729,LinkedIn - BPO,Em contato,Carlos Souza
2024-09-06,Lead 730,Evento - Workshop,Desqualificado,N/A
2024-06-25,Lead 731,Instagram - Conteúdo,Novo,Carlos Souza
2024-06-17,Lead 732,Evento - Workshop,Em contato,Carlos Souza
2024-06-08,Lead 733,Instagram - Conteúdo,Novo,Ana Silva
2024-11-15,Lead 734,Evento - Workshop,Novo,Ana Silva
2024-02-17,Lead 735,Evento - Workshop,Desqualificado,Carlos Souza
2024-03-22,Lead 736,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-06-06,Lead 737,Google Ads - Contabilidade PME,Novo,N/A
2024-07-27,Lead 738,Instagram - Conteúdo,Em contato,Ana Silva
2024-06-03,Lead 739,Instagram - Conteúdo,Em contato,Carlos Souza
2024-08-10,Lead 740,LinkedIn - BPO,Convertido,N/A
2024-08-28,Lead 741,Orgânico - SEO,Em contato,Carlos Souza
2024-06-23,Lead 742,Orgânico - SEO,Em contato,Carlos Souza
2024-04-03,Lead 743,Evento - Workshop,Convertido,Carlos Souza
2024-04-15,Lead 744,LinkedIn - BPO,Desqualificado,Ana Silva
2024-07-22,Lead 745,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-12-18,Lead 746,Evento - Workshop,Qualificado,Ana Silva
2024-01-01,Lead 747,LinkedIn - BPO,Qualificado,Carlos Souza
2024-10-02,Lead 748,Orgânico - SEO,Em contato,N/A
2024-09-16,Lead 749,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-12-16,Lead 750,Orgânico - SEO,Qualificado,N/A
2024-01-04,Lead 751,Orgânico - SEO,Novo,Ana Silva
